Ta_med;Ta_max;Ta_min;UR_med;UR_max;UR_min;RG;V;P;ET0
29.9;37.85;23.44;43.66;68.34;18.29;20.4336;2.351119455;0;6.884350571
30.58;38.91;23.24;40.64;72.3;15.17;19.94112;2.439528177;0;7.125071822
31.07;38.18;23.97;34.22;63.31;11.4;21.07296;3.048259066;0;8.138255344
28.8;36.07;21.39;41.31;71.6;17.63;21.23712;3.568581233;0;7.997724287
29.23;36.8;22.11;42.32;73.8;17.49;19.44864;2.647657044;0;6.925533533
28.97;36.33;22.98;41.41;68.35;18.75;20.11392;2.325333578;0;6.600562486
29.3;37.79;22.12;35.84;61.05;13.72;21.27168;1.504790125;0;5.948105794
29.4;37.39;22.98;44.66;66.29;25.11;18.08352;1.544389865;0;5.450170936
30.45;37.39;25.09;43.96;65.35;20.94;18.59328;2.511360264;0;6.800544783
28.33;35.15;24.04;50.27;66.69;27.83;14.46336;2.544513535;0;5.819648381
29.49;36.73;23.57;43.98;68.08;23.92;20.1312;2.117204711;0;6.331555779
30.35;37.79;23.84;40.28;66.42;18.29;20.4768;1.340865619;0;5.616255068
30.51;38.45;21.52;39.55;67.29;18.75;20.42496;0.990914428;0;5.114680903
31.32;38.91;23.51;36.43;58.47;18.49;20.2176;1.172336493;0;5.448783766
31.38;39.04;23.37;36.65;54.62;16.83;20.03616;1.199964218;0;5.495074183
30.85;38.45;25.35;43.05;60.25;22.06;18.84384;1.898945678;0;6.237025144
29.67;36.86;23.44;48.22;70.1;24.85;16.35552;1.614380104;0;5.243388708
30.29;37.59;24.82;46.28;68.4;24.52;18.86112;1.343628392;0;5.341150895
30.89;37.52;25.55;43.31;64.95;24.05;19.36224;1.146550616;0;5.184259801
31.75;39.18;27.01;39.91;61.77;20.21;19.21536;1.257982442;0;5.514517082
27.24;32.03;22.71;64.4;87.6;44.28;9.90144;2.125493029;12.45;3.728560464
27.79;36.13;19.6;57.86;92.6;26.77;18.69696;0.722925488;0;4.276601668
29.07;36.53;23.84;47.61;73;20.14;17.83296;2.011298429;0;5.937932694
26.76;32.37;20.92;58.2;89;33.73;14.13504;3.300592294;0.762;5.399916626
25.96;33.82;21.92;60.47;81.9;30.02;15.2928;3.12377485;18.54;5.901271798
25.88;31.37;20.99;58.32;80.6;35.12;13.40064;2.910120438;0;5.042280822
26.48;31.9;22.45;56.28;75.2;33.66;12.12192;2.463472206;0;4.771268161
27.69;33.89;22.64;52.67;76;28.5;13.76352;3.071282171;0;5.86344958
28.03;34.02;22.45;53.94;80.3;31.08;15.06816;3.501353767;0;6.177312447
28.54;34.62;22.18;49.22;71.7;30.82;16.1568;3.446098316;0;6.548208476
27.88;33.49;22.18;52.59;74.1;33.2;18.6624;3.728822042;0;6.718590031
28.36;34.74;21.32;46.29;76.6;22.53;19.41408;2.419267845;0;6.232022348
28.1;36.07;22.51;47.3;70.3;24.19;18.4896;1.806853259;0;5.665727801
29.3;36.6;23.9;49.69;71.9;26.9;15.77664;2.611741;0;6.171151169
30.15;36.81;23.7;45.02;71.4;18.09;17.59104;3.42952168;0;7.602081417
28.6;34.22;23.04;48.21;72.1;29.16;14.52384;3.415707818;0;6.342348593
28.77;34.68;23.37;47.59;72.2;26.64;14.54112;3.483856208;0;6.57677822
28.75;35.47;22.71;45.15;69.54;24.12;18.61056;3.008659326;0;6.880477134
28.78;36.06;22.31;45.24;71.6;25.25;18.86112;3.048259066;0;6.958908544
30.44;36.8;24.08;53.13;74.57;31.69;24.673194;1.790276624;0;6.051566181
31.005;37.9;24.11;49.315;74.11;24.52;24.248295;1.437562659;0;5.784736963
32.45;39.12;25.78;42.59;60.67;24.51;23.5811844;1.570175743;0;6.069757548
31.135;37.85;24.42;58.84;85.4;32.28;17.8537266;1.985512552;0.4;5.410403425
29.705;35.76;23.65;61.365;88.6;34.13;14.655483;1.911838617;0;4.62707147
27.83;34.74;20.92;70.9;98.9;42.9;14.554818;1.818825274;51.5;4.123212113
26.63;31.94;21.32;75.305;98.5;52.11;14.07580204;1.806853259;1.3;3.613491091
24.715;27.94;21.49;84.285005;99.20002;69.36999;8.9483184;1.064588363;25;2.129552683
27.01;31.09;22.93;77.255;99.3;55.21;13.7293758;1.343628392;0.3;3.261774446
28.365;34.81;21.92;63.35;94.4;32.3;23.65181464;2.172460162;0;5.80779597
27.92;33.93;21.91;65.02501;90.20002;39.85;20.9970198;1.585831454;0;4.86527436
29.57;34.97;24.17;59.99;82.4;37.58;23.35347;1.707393447;0;5.514887822
28.885;34.25;23.52;67.85001;88.70002;47;16.35568204;1.768174443;0.1;4.337513213
25.16;27.89;22.43;82.14501;96.70002;67.59;9.407376;1.587673302;1.3;2.388896955
28.775;34.45;23.1;68.38001;94.20002;42.56;21.2681682;0.959603005;0.2;4.513203959
29.175;34.36;23.99;70.17;96.4;43.94;15.7014594;1.757123353;8;4.236754636
24.39;26.69;22.09;91.25;99;83.5;5.34969;1.111555496;7.8;1.408833657
26.715;31.28;22.15;78.33;99.8;56.86;14.697135;1.14102507;0.2;3.290542547
26.89;31.39;22.39;74.11001;97.70002;50.52;15.9499656;1.784751079;0.2;3.866328444
23.395;25.46;21.33;91.5;99.9;83.1;6.1807662;1.063667438;35.3;1.490311889
25.45;29.42;21.48;83.47;100;66.94;10.86561538;0.816859756;27.6;2.416109172
22.37;23.3;21.44;98.65;100;97.3;4.0699926;0.803966817;81.20002;1.000701566
26.725;31.73;21.72;76.835;100;53.67;17.5416696;0.908031251;0.2;3.644842048
25.745;28.94;22.55;84.69;99.1;70.28;9.4808178;1.417302327;0;2.329179441
27.085;31.82;22.35;78.065;100;56.13;15.26759644;0.999202745;0;3.359665979
28.265;32.71;23.82;73.915;98;49.83;18.391923;1.043407106;0;3.999951347
28.265;32.71;23.82;73.915;98;49.83;17.5403826;1.043407106;0;3.87430214
27.58;32.01;23.15;73.335;96.5;50.17;18.9439596;1.395200147;0;4.181748651
26.32;31.19;21.45;75.845;98.6;53.09;19.3797972;1.262587063;10.8;4.020222042
26.565;31.74;21.39;69.785;95.3;44.27;24.52322702;1.885131815;0;5.155410432
25.635;31.66;19.61;70.415;97.3;43.53;23.58729;1.979987007;11.7;5.016895871
25.42;31.22;19.62;71.46;98.5;44.42;22.3466508;1.700026053;20.6;4.656706467
25.84;31.6;20.08;76.07;100;52.14;17.8329168;1.57846406;12;3.946577262
25.435;30.66;20.21;75.33;99.5;51.16;14.421492;0.980784261;0.7;3.165035407
25.93;29.59;22.27;78.96;93.4;64.52;18.9831456;1.153918009;0;3.765481057
25.785;30.33;21.24;76.46001;95.70002;57.22;26.3680146;1.210094385;0;4.856075028
26.82;32.66;20.98;70.34501;96.70002;43.99;25.3308672;1.711998068;0;5.249301235
26.675;31.96;21.39;68.39501;91.20002;45.59;21.38292182;1.802248638;0;4.754927654
25.81;31.94;19.68;69.77;94.3;45.24;25.154451;1.341786544;0;4.904214574
26.18;32.3;20.06;64.8;92.9;36.7;23.1180696;1.463348537;0;4.85460654
26.26;32.38;20.14;66.865;88.3;45.43;20.2925754;1.216540854;0;4.289213935
27.88;32.84;22.92;69.59;91.3;47.88;23.0321682;1.346391165;0;4.835785799
27.34;33.07;21.61;71.59;94.5;48.68;23.8048722;1.09037424;0;4.754827838
28.855;35.98;21.73;67.52;96.1;38.94;20.62072084;0.780022788;0;4.352723911
28.61;34.04;23.18;67.06001;88.70002;45.42;13.7316996;0.713716247;0;3.223713555
25.73;31.44;20.02;76.825;98;55.65;21.7248624;1.558203728;3.5;4.39272079
27.335;33.28;21.39;71.09;98.8;43.38;18.7892406;1.274559078;6;4.204071429
25.635;30.99;20.28;77.555;99.6;55.51;24.492447;1.653979844;31.6;4.744100172
26.285;32.21;20.36;68.53;96;41.06;21.7114794;1.824350819;0;4.830156573
26.67;32.5;20.84;71.32;94.6;48.04;18.9975528;1.14102507;0;4.048184944
27.3;31.99;22.61;71.505;90.3;52.71;19.76004;1.749755959;0.3;4.445792376
27.465;32.42;22.51;72.13;96.1;48.16;21.3653124;1.319684363;0.9;4.504974289
26.33;32.36;20.3;66.88;91.1;42.66;23.9010624;1.917364162;0;5.170272935
27.495;33.44;21.55;63.63001;87.70002;39.56;21.7877418;2.042609852;0;5.231412118
27.22;33.59;20.85;65.375;89;41.75;15.72018679;1.662268161;0;4.169786949
28.335;33.79;22.88;66.115;90.6;41.63;22.5118134;1.716602689;0;5.126334858
28.325;34.09;22.56;61.64;83.1;40.18;20.149704;1.700026053;0;4.904057544
27.89;33.22;22.56;68.235;89;47.47;24.659253;1.376781663;0;5.085447658
28.705;35.41;22;60.75;86.3;35.2;24.6327876;1.761727974;0;5.676800511
28.435;34.79;22.08;62.39;87.4;37.38;25.7856534;1.813299728;0;5.715294055
28.785;35.94;21.63;58.74;86.1;31.38;25.3534122;1.723970082;0;5.77615113
28.91;35.17;22.65;55.984995;79.47999;32.49;23.7961278;2.022349519;0;5.817582752
28.075;34.81;21.34;60.76;87.6;33.92;23.9374314;1.979987007;0;5.636796307
28.95;35.71;22.19;61.065;88.4;33.73;22.4332434;1.57846406;0;5.242961123
29.28;36.21;22.35;60.82;83.4;38.24;22.4674758;1.804090487;0;5.467611918
30.175;35.77;24.58;60.03;79.67;40.39;33.1183368;1.994721794;0;7.007370779
29.335;35.91;22.76;59.35;82.8;35.9;24.4831518;2.098786227;0;5.964274133
28.91;35.51;22.31;57.835;78.7;36.97;18.5057262;1.507552898;0;4.682217625
29.05;34.79;23.31;59.55;78.64;40.46;22.366584;1.416381403;0;5.010628603
30.39;35.99;24.79;56.45;77.53;35.37;22.8214404;1.495580883;0;5.343320006
29.54;35.77;23.31;57.54;80.5;34.58;24.1804062;1.535180623;0;5.462697566
29.595;36.33;22.86;57.04;79.52;34.56;20.98666804;1.340865619;0;4.924823885
30.475;36.12;24.83;59.39;82.4;36.38;24.1358742;1.105109027;0;5.152990602
30.105;35.87;24.34;51.815;73.33;30.3;25.3826946;2.067474805;0;6.2039148
29.275;36.1;22.45;54.765;80.4;29.13;25.7968314;2.547276307;0;6.617882054
28.94;35.53;22.35;55.56;80.5;30.62;24.1625682;1.895261981;0;5.743380821
29.355;35.69;23.02;56.285;78.35;34.22;20.2551696;2.07300035;0;5.450210483
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
29.16;34.79;23.53;57.11;78.09;36.13;20.8432764;1.44861375;0;4.837219124
30.07;35.76;24.38;55.3;75.84;34.76;23.3523432;1.580305909;0;5.397193517
31.26;37.57;24.95;57.32;82;32.64;20.0002338;1.962489447;0;5.540115662
30.835;37;24.67;60.4;85.9;34.9;23.49504;1.595040696;0.1;5.522683831
29.51;35.75;23.27;54.88;77.79;31.97;22.3417998;1.971698689;0;5.605560206
29.83;36.21;23.45;55.575;81;30.15;21.41774998;1.836322833;0;5.427110871
30.23;35.88;24.58;54.499995;73.72999;35.27;24.7308768;2.405453982;0;6.284936122
29.565;36.38;22.75;53.855;78.95;28.76;23.8875336;2.225873765;0;6.099775746
29.56;36.34;22.78;56.595;79.88;33.31;15.7359906;2.000247339;0;4.880489573
26.45;32.1;20.8;77.31;98;56.62;21.904389;1.465190385;23;4.303632686
28.765;34.81;22.72;60.92;84.9;36.94;24.2166816;1.465190385;0;5.705952009
28.535;34.7;22.37;60.055;84.5;35.61;20.4326334;2.192720494;0;5.046499416
28.195;33.47;22.92;61.81501;84.20002;39.43;22.6625616;1.904471223;0;4.622764881
28.84;35.49;22.19;57.185;81.4;32.97;22.9811364;1.223908247;0;5.23926949
29.04;34.84;23.24;58.105;83.4;32.81;13.7524464;1.660426313;0;3.7713785
29.335;35.02;23.65;66.89501;91.70002;42.09;21.13396198;1.278242775;0.2;5.221244348
29.285;34.59;23.98;62.595;87.6;37.59;23.8521762;2.212059902;0;5.421975637
29.03;35.06;23;60.82;83.4;38.24;21.9359916;1.932098949;0;5.072742642
29.71;35.93;23.49;57.345;79.41;35.28;22.0616676;1.735021172;0;5.016220786
29.765;37.04;22.49;58.195;83.3;33.09;17.2243746;1.489134414;0;4.734133382
28.885;34.09;23.68;59.53;80.5;38.56;22.1932998;1.688974963;0;5.241107161
30.2;36.07;24.33;56.38;77.4;35.36;20.114046;2.02695414;0;5.518308006
29.98;36.03;23.93;54.44;77.32;31.56;22.1582052;2.25994796;0;6.10190671
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
30.43;36.62;24.24;56.03;78.32;33.74;19.8690516;1.695421432;0;5.414641082
29.63;35.78;23.48;54.505;75.47;33.54;20.9372796;2.214822675;0;5.26934477
29.455;35.56;23.35;56.894995;79.00999;34.78;20.7019728;2.058265563;0;5.176018563
29.195;36.14;22.25;51.915;73.11;30.72;21.028635;1.435720811;0;4.67880754
29.215;35.65;22.78;54.565;79.67;29.46;11.6322948;2.090497909;0;4.401783427
27.405;31.15;23.66;63.29;77.34;49.24;20.6445546;2.154041678;0;4.546746104
28.25;34.49;22.01;57.41;82.3;32.52;21.242772;2.057344639;0;5.047500291
26.945;34.29;19.6;56.965;83.9;30.03;-;1.794881245;0;-
28.775;34.84;22.71;52.96;76.06;29.86;-;2.298626776;0;-
28.76;34.63;22.89;54.49;76.57;32.41;-;2.423872466;0;-
27.345;33.96;20.73;57.235;83.6;30.87;-;2.22034822;0;-
26.78;33.85;19.71;57.47;79.16;35.78;-;2.364933318;0;-
27.4;33.24;21.56;60.145;75.13;45.16;-;1.935782646;0;-
29.465;34.68;24.25;59.53;78.57;40.49;-;1.981828855;0;-
28.755;34.68;22.83;58.93501;82.20002;35.67;-;1.68621219;0;-
28.06;35.21;20.91;58.42;88.1;28.74;-;1.289293865;0;-
28.67;35.39;21.95;49.209995;69.79999;28.62;-;2.201008812;0;-
27.58;33.15;22.01;62.92;84.5;41.34;-;2.150357982;0;-
27.485;32.54;22.43;68.045;89.1;46.99;-;2.234162083;0;-
28.52;35.8;21.24;61.01001;88.20002;33.82;-;1.788434775;0;-
29.21;35.72;22.7;55.59;80.4;30.78;18.2512944;1.821588046;0;4.63068379
27.905;34.79;21.02;58.665;88.3;29.03;20.4834006;2.071158501;0;4.901355346
26.445;33.05;19.84;57.17501;83.70002;30.65;17.563338;2.264552581;0;4.614320766
26.8;33.76;19.84;61.10501;87.70002;34.51;20.944503;1.51031567;0;4.230012299
28.015;34.46;21.57;51.56;78.04;25.08;19.0991304;1.796723093;0;4.578744085
27.585;34.4;20.77;58.395;78.53;38.26;-;1.856583165;0;-
29.295;34.13;24.46;63.7;81.1;46.3;-;2.326254502;0;-
24.16;26.98;21.34;87.085;98.4;75.77;-;2.07300035;10.3;-
24.94;29.24;20.64;77.81001;98.70002;56.92;-;2.091418834;0.7;-
25.35;30.38;20.32;74.375;98.5;50.25;-;1.977224234;1.5;-
26.74;32.56;20.92;65.165;90.6;39.73;-;2.200087888;0;-
25.97;32.3;19.64;67.75;92.9;42.6;-;1.841848378;0;-
26.365;30.28;22.45;73.635;87.8;59.47;-;1.941308191;0;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
27.49;33.45;21.53;56.87501;80.70002;33.05;20.98420005;1.453218371;0;4.080090039
27.49;33.45;21.53;56.87501;80.70002;33.05;20.14641;1.453218371;0;4.008975797
26.015;34.29;17.74;57.585;85.6;29.57;19.917009;1.262587063;0;3.783653562
26.005;33.35;18.66;59.25;86.9;31.6;19.4917788;1.672398328;0;4.071772636
26.22;32.29;20.15;57.07;83.4;30.74;19.6141428;3.050100915;0;5.165002074
24.42;30.21;18.63;65.115;86.6;43.63;16.0274286;2.484653462;0;3.874690133
25.375;30.3;20.45;65.52001;84.20002;46.84;16.411266;2.880650864;0;4.113000253
23.89;27.64;20.14;72.255;88.8;55.71;8.316989262;2.438607253;0;2.681107459
25.795;31.13;20.46;64.515;89;40.03;16.6261634;2.236924855;0;3.938976539
25.315;31.83;18.8;69.265;93.5;45.03;16.6656348;2.129176725;0;3.775469612
24.935;31.3;18.57;62.235;90.8;33.67;17.1570546;2.228636538;0;4.080029071
24.87;31.59;18.15;60.18;87.8;32.56;18.4017294;2.525174127;0;4.473983704
24.415;28.96;19.87;75.51001;97.70002;53.32;9.458037036;2.856706835;0.8;2.962299274
25.78;31.92;19.64;62.86001;89.20002;36.52;19.26724864;2.2995477;0;4.329834198
24.505;30.93;18.08;65.265;91;39.53;18.7692138;2.208376206;0;4.019382702
25.77;31.41;20.13;68.26;96.4;40.12;14.96276818;2.940510936;3;4.16303647
25.095;31.11;19.08;68.285;97.5;39.07;13.12605;2.770139961;1;3.902709084
23.665;28.7;18.63;71.6;97.5;45.7;13.0128426;2.490179008;0.4;3.296474872
23.995;29.94;18.05;63.335;84;42.67;11.9848014;2.43584448;0;3.575632577
25.14;31.16;19.12;60.99;87.6;34.38;19.5962886;2.443211874;0;4.4226096
25.055;31.94;18.17;61.04501;87.20002;34.89;20.0249694;2.587796972;0;4.723064028
25.26;30.63;19.89;65.95;92.3;39.6;14.9678568;2.984715297;0.1;4.23979459
24.98;29.07;20.89;63.87;85.7;42.04;11.468853;2.690940481;0;3.666677
25.625;31.25;20;63.02;88.7;37.34;12.9744108;2.793163066;0;4.170572491
25.255;31.54;18.97;64.705;92.2;37.21;14.6290932;2.678968466;0;4.214705508
25.79;31.98;19.6;62.76;87.3;38.22;15.8070762;2.599768986;0;4.349152734
25.655;30.83;20.48;63.535;85.4;41.67;12.6135162;1.927494328;0;3.450462346
26.34;32.89;19.79;63.235;88.7;37.77;19.8058626;2.083130516;0;4.424630739
26.49;33.4;19.58;63.945;92.1;35.79;17.9978184;1.592277923;0;3.940521955
26.16;32.46;19.86;56.915;81;32.83;19.1423358;2.37414256;0;4.716052563
25.265;31.14;19.39;64.78;88.1;41.46;18.9334512;2.672521997;0;4.466938402
25.9;32.02;19.78;61.49;85.6;37.38;14.5646532;2.090497909;0;3.940881578
25.005;31.64;18.37;62.52;89.4;35.64;16.7836212;1.568333894;0;3.665595882
25.48;33.04;17.92;61.205;92;30.41;20.827305;1.682528494;0;4.274680832
25.885;32.22;19.55;59.24;85.4;33.08;20.4777108;2.138385967;0;4.576270546
25.735;32.26;19.21;58.685;87.7;29.67;20.3524308;2.203771585;0;4.663861578
25.21;32.48;17.94;61.725;91.1;32.35;19.171152;1.390595526;0;3.825549687
26.005;34.2;17.81;57.06;89.2;24.92;20.9716776;1.134578601;0;3.898527555
26.745;34.93;18.56;51.375;77.86;24.89;20.6695728;1.555440956;0;4.464155634
25.89;33.15;18.63;57.695;85.6;29.79;20.6671446;2.452421116;0;5.039841337
24.405;32.05;16.76;60.1;89.9;30.3;19.6758468;2.139306891;0;4.509530346
24.755;31.48;18.03;60.6;88.3;32.9;21.1374702;2.05550279;0;4.473680032
24.78;32.89;16.67;54.98;84.5;25.46;21.4295346;2.153120754;0;4.888886204
25.045;31.94;18.15;59.765;89.8;29.73;19.805832;2.688177708;0;4.979367913
25.16;32.27;18.05;60.505;89.7;31.31;20.2774608;2.787637521;0;5.100494823
24.89;31.46;18.32;61.54;89.7;33.38;18.6910146;2.975506055;0;4.944963678
24.89;31.46;18.32;61.54001;89.70002;33.38;20.6683074;2.975506055;0;5.101568312
24.305;31.56;17.05;59.6;91.1;28.1;20.2995954;2.465314054;0;4.839418976
25.76;32.58;18.94;64.31501;91.70002;36.93;20.984112;2.834604654;0;5.089223505
24.93;30.4;19.46;64.545;96;33.09;18.5984406;2.917487831;0.2;4.701272258
24.805;30.94;18.67;59.365;81.5;37.23;18.7298946;3.054705535;0;4.960255874
25.58;32.26;18.9;62.135;94.1;30.17;21.736494;3.44701924;0.1;5.725995694
25.21;30.52;19.9;62.03;84.5;39.56;13.9765806;2.551880928;0;4.132953011
23.795;30.75;16.84;63.305;90.3;36.31;18.7280262;2.145753361;0;4.283416754
24.685;31.88;17.49;61.515;88.1;34.93;20.504493;2.723172827;0;5.037530478
24.02;31.4;16.64;58.83;86.3;31.36;21.7734246;2.88433456;0;5.301360177
24.485;31.88;17.09;61.82;91;32.64;20.633166;2.355724076;0;4.823897937
25.19;32.1;18.28;59;86.3;31.7;21.872979;2.51043934;0;5.156775572
24.905;32.05;17.76;57.505;87;28.01;22.3382304;1.752518732;0;4.626175929
25.765;32.9;18.63;57;87.1;26.9;22.3930422;1.594119771;0;4.611285804
26.145;32.92;19.37;55.53;80.6;30.46;21.966174;2.010377505;0;4.97260764
26.335;33.47;19.2;53.04;81;25.08;22.0686606;1.815141577;0;4.933336574
26.475;34.13;18.82;59.74;90.6;28.88;20.7056538;1.683449418;0;4.667898039
26.725;33.77;19.68;54.75001;82.70002;26.8;21.4048098;2.564773867;0;5.602176135
24.73;32.77;16.69;58.89;86.1;31.68;21.9783528;2.296784928;0;5.127623864
25.44;32.88;18;59.76;88.3;31.22;21.2491314;2.120888408;0;4.948669295
26.035;34.03;18.04;48.055;71.41;24.7;17.17309283;1.6180638;0;4.45698168
27.055;34.13;19.98;60.55;87.1;34;21.5544654;1.494659959;0;4.605640464
27.19;34.84;19.54;57.71;86.4;29.02;21.3454242;2.137465043;0;5.31480482
27.455;35.13;19.78;54.335;83.9;24.77;21.3854634;2.280208292;0;5.60422799
26.34;33.05;19.63;56.53;82;31.06;18.855945;3.003133781;0;5.582785555
27.53;32.64;22.42;55.935;75.21;36.66;17.578512;2.365854242;0;4.901654347
26.915;32.99;20.84;55.88;83.3;28.46;19.0504458;1.658584465;0;4.525413303
28;37.43;18.57;51.9;87;16.8;23.1733386;2.12365118;0;6.057581329
26.64;33.52;19.76;54.38;81.3;27.46;23.2265394;3.175346604;0;6.315691561
25.415;32.48;18.35;60.33001;85.20002;35.46;17.720073;2.634764105;0;4.97490791
24.485;30.75;18.22;61.36;78.03;44.69;13.2584994;2.69738695;0;4.222283528
24.815;30.3;19.33;67.405;91.6;43.21;12.6919152;2.575824957;0;3.894994998
25.6;31.42;19.78;65.78;92.8;38.76;16.2671562;2.831841882;0;4.644457535
25.72;32.2;19.24;60.035;92.1;27.97;17.01695877;3.062072929;0;5.343366463
25.885;32.15;19.62;58.83;83.8;33.86;20.9144142;2.201929736;0;5.016054912
26.44;33.7;19.18;58.07501;85.20002;30.95;21.6924282;2.565694791;0;5.623803888
26.39;31.19;21.59;67.19;88.8;45.58;15.8321808;2.655024437;0;4.366279347
26.03;32.55;19.51;59.3;85.1;33.5;19.7777376;2.595164365;0;5.25932438
26.31;33.53;19.09;55.79;84.8;26.78;22.6506438;3.046417218;0;6.208643714
27.355;34.03;20.68;52.655;79.24;26.07;22.9057218;3.142193333;0;6.505652615
25.945;32.65;19.24;64.39;95.1;33.68;20.115648;2.774744582;0.1;5.312359639
26.88;32.19;21.57;57.28;79.04;35.52;17.7074586;2.974585131;0;5.358144481
27.405;33.44;21.37;52.47;74.93;30.01;20.2104162;2.993924539;0;6.019324394
27.235;33.39;21.08;54.44;76.4;32.48;22.314726;2.807897853;0;5.975506528
27.555;34.38;20.73;54.465;77.67;31.26;21.9253428;2.461630358;0;5.804894994
26.39;33.97;18.81;51.55;78.68;24.42;24.308487;3.012343023;0;6.589055111
26.94;33.59;20.29;56.74;82.5;30.98;9.1215054;2.883413636;0;4.749943173
26.06;32.62;19.5;65.235;95.6;34.87;12.6437076;2.819869867;0.3;4.569975723
27.15;32.93;21.37;56.265;77.49;35.04;18.8736858;2.800530459;0;5.514203045
26.965;34.21;19.72;52.2;79.36;25.04;23.1163326;3.039970748;0;6.554366521
26.9;33.63;20.17;56.55;82.1;31;24.2537166;2.428477087;0;5.898376392
27.49;35.24;19.74;56.53;86.9;26.16;24.2856882;1.927494328;0;5.719627043
28.975;36.34;21.61;53.475;79.41;27.54;24.2218962;2.189036798;0;6.179021344
28.92;34.52;23.32;53.829995;75.25999;32.4;19.1281482;2.746195932;0;5.86754826
26.92;33.22;20.62;55.27;80.8;29.74;25.1280018;2.616345621;0;6.150930564
26.415;33.79;19.04;50.78;75.84;25.72;24.9185772;1.776462761;0;5.530809995
28.24;36.16;20.32;45.315;66.51;24.12;16.16449876;1.706472523;0;4.953725116
29.935;37.69;22.18;50.63501;80.20002;21.07;24.3132894;1.807774183;0;6.071705337
28.505;33.9;23.11;57.275;79.57;34.98;17.0255448;2.632001333;0;5.34653414
28.565;34.47;22.66;52.535;73.72;31.35;22.0536144;2.688177708;0;6.185406
28.5;33.77;23.23;54.075;73.64;34.51;18.7561944;2.325333578;0;5.380447986
28.575;35.96;21.19;51.47;75.84;27.1;15.89669842;2.016823974;0;5.147809915
29.09;35.87;22.31;50.814995;69.54999;32.08;23.43444112;2.029716913;0;5.945629308
29.255;35.74;22.77;52.5;72.29;32.71;18.9568998;2.249817794;0;5.619939518
29.11;35.41;22.81;53.194995;73.11999;33.27;22.3816482;2.736065766;0;6.372106438
28.12;32.79;23.45;57.614995;74.61999;40.61;15.7981806;2.558327398;0;4.973235607
28.995;36.32;21.67;44.165;66.82;21.51;23.3181126;2.164171845;0;6.363950454
29.59;36.26;22.92;52.75;81.3;24.2;19.7011818;2.47544422;0;6.136340003
28.355;35.46;21.25;52.815;78.7;26.93;23.1087906;3.289541204;0;7.060826295
28.52;35.8;21.24;49.97;75.97;23.97;21.427812;2.981952525;0;6.814379266
28.13;34.89;21.37;53.665;77.95;29.38;19.58451478;1.942229115;0;5.345907722
29.56;37.12;22;49.46;72.24;26.68;23.4416394;1.596882544;0;5.749125439
29.76;34.97;24.55;58.885;83.9;33.87;21.4646796;2.638447802;0.2;6.064747726
26.705;31.58;21.83;73.83;96.6;51.06;4.6526706;1.139183222;17.1;2.003460079
30.53;37.24;23.82;60.20001;88.20002;32.2;6.805917036;1.758965201;0;3.654736595
30.14;37.01;23.27;52.9;85.9;19.9;23.7631608;2.315203412;0;6.607200593
28.8;35.61;21.99;49.96;76.96;22.96;24.6142458;3.175346604;0;7.32692504
27.53;34.38;20.68;55.865;80.3;31.43;24.5493018;3.395447485;0;6.944630973
26.84;32.72;20.96;61.32;84.9;37.74;18.148311;2.558327398;0;5.168735335
27.77;34.84;20.7;55.375;81.5;29.25;19.7024238;2.680810315;0;6.004450494
29.08;35.13;23.03;50.755;75.17;26.34;22.1783562;2.644894271;0;6.470606155
27.535;33.99;21.08;53.595;78.86;28.33;20.064015;2.585034199;0;5.911106787
28.41;35.58;21.24;51.849995;77.25999;26.44;26.0105022;2.778428279;0;7.012050784
28.935;35.22;22.65;48.725;73.53;23.92;24.7266684;2.26639443;0;6.462260246
28.75;36.28;21.22;52.97;79.11;26.83;26.0996238;2.061028335;0;6.430252911
29.035;35.97;22.1;51.755;74.89;28.62;25.3999314;2.369537939;0;6.629466906
